county,Name,SymbolID,site_desc,lon,lat
Clark,11. Mead Lake County Parks - North & South,0,"Mead Lake is the largest lake in Clark County, boasting a pair of county parks along its shores. There are paths, boat ramps and roads to explore for many species of birds. The parks include wetlands, woodlands, open water and shrubby marshlands; each habitat holds species different from the next. During spring and fall, waterfowl of all types include Northern Pintail, Ring-necked and Redhead ducks. American Bittern and Green Herons use the marshes along the Eau Claire River. Here, you can see many species of warblers, thrushes, and sparrows. Overhead, Osprey and Bald Eagles soar on summer thermals. This is a great place for a relaxing paddle around the lake. <br><br>Phone: 715/743-5140 <br><br>Web: www.co.clark.wi.us <br><br>Signature species: Black-andwhite Warbler & Clay-colored Sparrow <br><br>Rare species: American White Pelican & Osprey <br><br>Gazetteer: Page 62, B-2 <br><br>Seasonality: Open all year <br><br>Parking: Parking lots <br><br>Closest food & lodging: Greenwood",-90.753078,44.794201
Clark,12. Rock Dam Lake County Park,0,"Rock Dam Lake is a hotspot for ducks, herons and other water birds. Both paved and unpaved roads traverse the area, so it・・s easy to bird by car. One of the best roads to cruse is Camp Glove Road. A number of small creeks and streams flow through the area and attract a variety of birds. Look for Pine and Yellow Warblers along the waterways, and Tufted Titmice and Sharpshinned Hawks in the shrubby growth. Beaver dams often cut across the streams and creeks. The pools of water that form behind the dams attract Belted Kingfishers and Green Herons. Black bears and porcupines enjoy the large blocks of forest here and can be seen along the roads at dawn or dusk. <br><br>Phone: 715/743-5140 <br><br>Web: www.co.clark.wi.us/ <br><br>Signature species: Red-bellied Woodpecker, Hermit Thrush & Broad-winged Hawk <br><br>Rare species: Red-headed Woodpecker <br><br>Gazetteer: Page 62, C-2 <br><br>Seasonality: Open all year <br><br>Parking: Parking lots <br><br>Nearest food & lodging: Neillsville",-90.869808,44.735516
Clark,13. Schmidt Maple Woods State Natural Area,0,"The western part of Clark County is heavily forested with a nice mix of prairie, forests, scrub and hardwood stands. It offers the traveler habitat that attracts a variety of birds and wildlife. Schmidt Maple Woods is a gently rolling, wooded, 87-acre property that contains one of the best southern mesic forests in this part of the state. Sugar maple, basswood, hickory, elm and ash trees offer habitat to songbirds and wildlife. Trillium, violets and wild geraniums bloom in the spring, while the sugar maple leaves turn brilliant colors in the fall. Look for Common Ravens, White-throated Sparrows and numerous species of warblers, woodpeckers, and thrushes as you walk the area. <br><br>Phone: 715/232-1517 <br><br>Web: www.dnr.wi.gov <br><br>Signature Species: Indigo Bunting, Scarlet Tanager & Chestnut-sided Warbler <br><br>Rare species: Red-shouldered Hawk & Winter Wren <br><br>Gazetteer: Page 62, A-1 <br><br>Seasonality: Open all year <br><br>Parking: Park on roadside <br><br>Nearest food & lodging: Stanley or Thorpe",-90.908089,44.919963
Clark,14. Sportsman Lake Wildlife Area,0,"Clark County owns this 1,200-acre wildlife area dominated by open marsh and grassy uplands. It・・s a good place to learn your waterfowl and add some new species to your checklist. During spring and fall migrations it attracts a variety of waterfowl and wetland birds including Black Terns, Blackcrowned Night Herons, and Lesser Yellowlegs. Canvasback, Bufflehead, Northern Pintails and Ruddy Ducks can be seen here. The watershed also contains nesting Bald Eagles and a small flock of Prairie Chickens, so be sure to drive along the roads that circle the property. Wild Turkeys are seen year-round, while White-fronted and Snow Geese use the property in spring and fall. <br><br>Phone: 715/ 743-5140 <br><br>Web: www.co.clark.wi.us/ <br><br>Signature species: Tundra Swan & American Woodcock <br><br>Rare species: Least and American Bittern, Sora Rail & American Black Duck <br><br>Gazetteer: Page 62, A-4 <br><br>Parking: Parking lots <br><br>Nearest food & lodging: Owen or Withee",-90.561333,44.976275
Fond du Lac,15. Eldorado State Wildlife Area,0,"Eldorado is one of the richest marshes in the area; a favorite place for bird watchers. Grasslands, marshes, woodlands and brushy areas accent this 6,371-acre property. Open water areas of the marsh attract some unusual shorebirds in years when water levels are low and there are exposed mud flats for feeding. Hundreds of Sandhill Cranes congregate here during the fall migration to feed and rest before traveling south. In the winter, look for Horned Larks and flocks of Snow Buntings and Lapland Longspurs on snowy roads and fields. Occasional Snowy Owls are also seen in winter. <br><br>Phone: 920/424-7896 <br><br>Web: www.dnr.wi.gov <br><br>Signature species: Great Blue Heron, Green Heron, Greater Yellowleg, Sandhill Crane, American & Least Bittern <br><br>Rare Species: Long-billed Dowitcher, Caspian Tern, American Woodcock, Loggerhead Shirke & Upland Sandpiper <br><br>Gazetteer: Page 46, B-1 <br><br>Seasonality: Open all year <br><br>Nearest food & lodging: Fond du Lac",-88.597012,43.847156
Fond du Lac,"16. Kettle Moraine State Forest - Northern Unit, Ice Age Trail Visitor Center & Haskell Noyes Woods State Natural Area",0,"This 30,000-acre state forest includes state natural areas and the Ice Age Trail. Visitors can explore rolling hills, lakes, forest and grasslands containing many interesting habitats, species of animals and plants. A stop at the Henry S. Reuss Visitor Center is the perfect way to learn about this glaciated area that includes numerous kames, kettles, and ridges left behind by the glaciers. Also found within this property is the Haskell Noyes Woods SNA, a classic example of southern dry-mesic forest dominated by sugar maple and red oak. Spring wildflowers are scattered throughout the site and put on a showy display in April and May. <br><br>Phone: 262/626-2116 (State Forest); 920/533-8322 (Ice Age Trail Visitor Center) <br><br>Web: www.dnr.wi.gov <br><br>Signature Species: Blackcapped Chickadee, White and Red-breasted Nuthatch & Warbling Vireo <br><br>Rare Species: Winter Wren, Brown Creeper, Blue-winged, Nashville & Golden-winged Warbler <br><br>Gazetteer: Page 46, C-4 <br><br>Seasonality: Open all year <br><br>Nearest food & lodging: Campbellsport",-88.181591,43.642908
Dodge,17. Marsh Haven Nature Center,0,"This private, non-profit, 47-acre nature center is located next to Horicon National Wildlife Refuge. It offers a good mix of habitat with hiking trails that access prairies, wetlands and woodlands. At the end of the woodland trail, visitors can climb an observation tower with a great overview of the marsh. Marsh Haven offers hikes and tours, a museum, art gallery, gift shop and classroom. Spectacular migrations of Canada Geese are seen during fall migrations with numbers of birds reaching more than 100,000. The restored prairies are best viewed in July and August when blooming wildflowers are at their peak attracting numerous species of colorful butterflies. <br><br>Phone: 920/887-9899 <br><br>Web: www.marshhaven.com/ <br><br>Signature species: Canada Geese, Trumpeter Swan & Yellow-headed Blackbird <br><br>Rare Species: Least Bittern, Northern Shoveler, Redshouldered Hawk & American Black Duck <br><br>Gazetteer: Page 45, C-7 <br><br>Seasonality: Open mid-April through mid-November. <br><br>Parking: Parking lot <br><br>Nearest food & lodging: Waupun <br><br>Fee: Admission fee",-88.637182,43.632936
Fond du Lac,18. Mullet Creek State Wildlife Area,0,"This 2,177-acre property is a mix of marshes, woods and grasslands. The open water draws many species of waterfowl during migration, while the larger landscape attracts Red-tail Hawks, Northern Harriers, Bald Eagles and Turkey Vultures. Warblers nests in the woodlots, while Baltimore Orioles, Eastern Phoebes, and White-eyed Vireos nest in the scattered trees and brushy areas. Look for Loggerhead Shrikes perched in lone trees, and American Kestrels as they hover above the grasslands and meadows hunting for small mammals. Coyotes, deer, woodchucks and mink are common here; an evening drive should yield many good sightings. <br><br>Phone: 920/424-7896 <br><br>Web: www.dnr.wi.gov <br><br>Signature species: American Woodcock, Sandhill Crane, Wild Turkey & Ruffed Grouse <br><br>Rare species: American White Pelican, Loggerhead Shrike, Upland Sandpiper & Bobolink <br><br>Gazetteer: Page 46, B-4 <br><br>Seasonality: Open all year <br><br>Parking: Parking lots <br><br>Nearest food & lodging: Fond du Lac",-88.201675,43.754357
Fond du Lac,19. Spruce Lake Bog State Natural Area,0,"Located two miles north of the Henry S. Reuss Visitor Center, this property features an undisturbed shallow seepage bog lake in one of the area・・s many kettle holes. The 35-acre lake supports a great show of blooming water lilies in the summer. The vegetation found here is rich in plants more characteristic of northern Wisconsin sphagnum bogs; Black spruce, cotton grass, royal fern and pitcher plants. This northern plant community supports northern species of birds that nest here, giving you the opportunity to see them without going too far north. A trail and boardwalk lead from the parking area to the lake. <br><br>Phone: 262/626-2116 <br><br>Web: www.dnr.wi.gov <br><br>Gazetteer: Page 46, C-4 <br><br>Signature species: Common Yellowthroat, Swamp Sparrow, Veery & Alder Flycatcher <br><br>Rare species: Northern Waterthrush, Nashville & Canada Warbler & White-throated Sparrow <br><br>Seasonality: Open all year <br><br>Nearest food & lodging: Campbellsport",-88.192749,43.666878
Green Lake,20. Grand River Marsh State Wildlife Area & Fountain Creek Wet Prairie State Natural Area,0,"The Grand River Marsh SWA is a 10,000-acre complex of marsh, grassland, oak savanna, river and woodlots. The property is a magnet for migrating waterfowl and is a favorite hunting spot in autumn. There are many trails to hike and 3 boat landings for your canoe or kayak. The extensive marshes draw in herons, Osprey and the Double-crested Cormorant. The Fountain Creek Wet Prairie SNA is a large, low-lying grassland in the basin of the marsh. Wet prairie is uncommon and characterized by prairie cord grass, blue-joint grass and mountain mint. The property",-89.204521,43.701327
Green Lake,21. Green Lake Bike Trails,0,"Green Lake has developed a series of on road bike tours; quiet rides to neighboring small towns or a 27-mile loop around the city. You can pedal off to Princeton or Ripon or Berlin and enjoy views of the rural countryside as you go. As you travel past meadows and rolling hills, look for small songbirds in the thickets, raptors perched along trees in woodlots and Turkey Vultures overhead. Listen for Willow Flycatchers calling from the elderberry bushes, and for the chatter of Belted Kingfishers. <br><br>Phone: 800/253-7354 <br><br>Web: www.visitgreenlake.com <br><br>Signature species: Swamp Sparrow, Common Yellowthroat, Yellow-rumped Warbler & Gray Catbird <br><br>Rare species: American White Pelican, Eared Grebe & Canvasback Duck <br><br>Gazetteer: Page 45, B-5 <br><br>Parking: Parking provided <br><br>Nearest food & lodging: Green Lake, Princeton, Berlin, or Ripon",-88.957059,43.844162
Green Lake,22. Puchyan Prairie State Natural Area,0,"This site is a mosaic of open wetland communities including sedge meadow, marsh and low prairie in the floodplain of the Puchyan River. As you walk toward the river, the vegetation grades into a broad shallow marsh. A small island in the wetland contains black and bur oak trees surrounded by hazelnut shrubs. The bird list for this 169-acre property is extensive. As you explore the property, look for mink and ground squirrels. The display of wildflowers is diverse with 130 native species recorded. <br><br>Phone: 920/361-3149 <br><br>Web: www.dnr.wi.gov <br><br>Signature species: American Bittern, Black Tern and Northern Harrier <br><br>Rare species: Blanding・・s turtle, King Rail & Henslow・・s and Le Conte・・s Sparrow <br><br>Gazetteer: Page 45, A-5 <br><br>Seasonality: Open all year <br><br>Parking: Park along road <br><br>Nearest food & lodging: Green Lake",-89.026852,43.892202
Green Lake,23. White River Marsh State Wildlife Area,0,"12,000 acres of lowland forest, oak savanna, grasslands and sedge meadow await you at this large property. The White and Fox Rivers flow through the landscape providing ample water to keep the marshes and lowlands hydrated. Two canoe launch sites access the Fox River where you・・ll find herons, bitterns and other wading birds. Wild Turkeys hunt for insects and nuts in the oak savanna while Bobolinks, Savannah Sparrows and Sedge Wrens are found in the grasslands and sedge meadows. Watch for Bald Eagles, Broad-winged Hawks and Turkey Vultures as they hunt over the meadows. Badgers, woodchucks, red fox and coyotes are common here. <br><br>Phone: 920/361-3149 <br><br>Web: www.dnr.wi.gov <br><br>Signature species: Redshouldered Hawk, American Kestrel, Eastern Kingbird & Bobolink <br><br>Rare Species: Cerulean Warbler Blanding・・s turtle <br><br>Gazetteer: Page 44, A-4 <br><br>Seasonality: Open all year <br><br>Parking: Parking lots <br><br>Nearest food & lodging: Neshkoro, Berlin and Princeton",-89.057064,43.949698
Juneau,24. Buckhorn State Park & Wildlife Area,0,"Buckhorn is a 4,500-acre peninsula in the Castle Rock Flowage, bordered on the east by the Wisconsin River and on the west by the mouth of the Yellow River. The park harbors many interesting habitats including rare sand blows and oak barrens that attract flycatchers and sparrows. A twomile canoe trail with interpretive signage traverses wetlands where you can observe herons, rails and waterfowl. Five miles of hiking trails and a park naturalist program are good for birders; you・・ll want to explore the prairies and savannas for interesting birds to add to your checklist. The park is proud to offer an accessible cabin and fishing/boat pier. <br><br>Phone: 608/565-2789 <br><br>Web: www.dnr.wi.gov <br><br>Signature species: Osprey, Bald Eagle, Great Horned Owl & Belted Kingfisher <br><br>Rare species: Red-headed Woodpecker, Northern Goshawk & Broad-winged Hawk <br><br>Gazetteer: Page 42, A-3 <br><br>Parking: Parking lots <br><br>Nearest food & lodging: Necedah <br><br>Fee: Park fees apply.",-90.004663,43.93891
Juneau,25. Cranberry Creek Mound Group State Natural Area,0,"This 675-acre site preserves one of the largest and best-preserved mound complexes in the Upper Midwest. The site contains conical, linear, oval, and effigy mounds built by Woodland Indians. The southern cluster contains bear and panther mounds and a 50-foot-long bird effigy with a wingspan of 125 feet. After adding the bird effigy mound to your checklist, look for warblers in the floodplain forest along Cranberry Creek. The old-growth northern dry forest and open pine forest are good places to see Chipping Sparrows, Kingbirds and Eastern Bluebirds. <br><br>Phone: 608/339-3385 <br><br>Web: www.dnr.wi.gov <br><br>Signature species: Great Crested Flycatcher & Chipping Sparrow <br><br>Rare species: Red-shouldered Hawk & Merlin <br><br>Gazetteer: Page 51, C-8 <br><br>Seasonality: Open all year <br><br>Parking: Parking along road <br><br>Nearest food and lodging: Necedah",-90.067291,44.169523
Juneau,26. Elroy-Sparta State Trail,0,"Wisconsin’s Elroy-Sparta State Trail was the first rail-to-trail conversion in the country. Running 34 miles between Elroy and Sparta, the trail passes through wetlands, prairies, farmland and unglaciated areas. Birding is always good along the trail. The three century-old railroad tunnels highlight the trip. On its west end, a bridge over I-90 at Sparta connects the Elroy-Sparta to the La Crosse River State Trail. On its eastern end, the Elroy-Sparta connects to the 400 State Trail at the Elroy Commons. Juneau County’s Omaha Trail goes north from Elroy to Camp Douglas. <br><br>Phone: 608/462-2410 <br><br>Web: www.elroy-sparta-trail.com <br><br>Signature species: Meadowlark, Bobolink & Eastern Bluebird <br><br>Rare species: Carolina Wren & Lark Sparrow <br><br>Gazetteer: Page 42, C-1 <br><br>Seasonality: Open year round <br><br>Parking: Parking lots <br><br>Nearest food & lodging: Kendall or Elroy <br><br>Fee: Trail fees apply",-90.276375,43.744933
Monroe,27. Mill Bluff State Park,0,"The tall sandstone bluffs rising from the flat plain amaze travelers passing through this park. These buttes were islands in glacial Lake Wisconsin during the Ice Age, some 12,000 years ago. Hardwood and pine forests here draw many species of warblers, woodpeckers and hawks. Turkey Vultures and Bald Eagles ride the warm air currents rising from the plain ・・ vultures likely nest in the rock formations of the bluffs. ",-90.315342,43.956001
Juneau,28. Necedah National Wildlife Refuge,0,"This 43,696-acre refuge is a magnet for birds and mammals because of its size and the diversity of its landscapes. It was designated as an Important Bird Area and is home to more than 200 species of birds including Trumpeter Swans, songbirds, herons, rails, nearly every species of waterfowl and many kinds of shorebirds. There are miles of roads to drive, trails to hike, and observation decks to climb. Opportunities at Necedah include environmental education, fishing, hunting, interpretation, photography and wildlife observation. <br><br>Phone: 608/565-2551 <br><br>Web: http://midwest.fws.gov/necedah <br><br>Signature Species: Whooping Crane, Eastern Meadowlark, Trumpeter Swan, Osprey & Timber Wolf <br><br>Rare Species: Timber Wolf, Karner Blue Butterfly, Whooping Crane re-instatement area <br><br>Gazetteer: Page 51, D-7 <br><br>Seasonality: Open all year <br><br>Parking: Parking Lots <br><br>Nearest food and lodging: Necedah",-90.169172,44.052434
Marathon,29. Big Eau Pleine County Park & Dells of the Eau Claire River State Natural Area,0,"This beautiful SNA occupies the southern part of the Dells of the Eau Claire County Park and includes a segment of the Ice Age Trail. The park protects a dramatic, narrow gorge where water cascades over rock outcroppings. The gorge and surrounding uplands are wooded with sugar and mountain maple, hemlock, and yellow birch. Canada yew is abundant and spring wildflowers are spectacular. Many species of warblers, sparrows, and thrushes as well as unusual hawks and owls live here including the Northern Saw-whet Owl, Northern Goshawk, Lincoln・・s sparrow and Ruffed Grouse. Bring your camera; this is one photo-op you won・・t want to miss. <br><br>Phone: 715/785-9000 <br><br>Web: www.dnr.wi.gov <br><br>Signature Species: Broadwinged Hawk & Blackburnian Warbler <br><br>Rare species: Long-eared Owl, Scarlet Tanager & Cedar Waxwing <br><br>Gazetteer: Page 77, D-6 <br><br>Parking: Parking areas <br><br>Nearest food & lodging: Wausau",-89.339747,45.006321
Marathon,30. Big Eau Pleine Woods State Natural Area,0,"This 105-acre SNA is located in Big Eau Pleine County Park occupying a peninsula jutting into 6,700-acre Big Eau Pleine Reservoir. It is the area・・s best example of old growth mesic forest. Look for Bald Eagles and Red-shouldered Hawks. Red-necked and Eared Grebes can be seen along with a variety of shorebirds and herons. Overhead, Hooded Warblers hunt for insects in the sugar maple canopy. In the spring, White-throated Sparrows scratch for seeds and insects among the blooming carpet of bloodroot, trillium, violets and hepatica. In the fall, the sugar maple, yellow birch, and red oak put on a colorful show. <br><br>Phone: 715/785-9000 <br><br>Web site: www.dnr.wi.gov <br><br>Signature Species: Cerulean Warbler & Acadian Flycatcher <br><br>Rare species: American White Pelican, Winter Wren & Solitary Sandpiper <br><br>Gazetteer: Page 64, B-2 <br><br>Parking: Parking lots <br><br>Nearest food & lodging: Mosinee",-89.854088,44.755754
Marathon,31. Bluegill Bay County Park,0,"The Wisconsin Society for Ornithology mentions this park as the best site in Wausau to bird watch year round. Located along the Wisconsin River, it has a nice mix of habitats including upland woods, marsh, brushy edges, and a large pond with an outlet to the river. The property・・s bird list boasts 175 species with spring and fall being the best seasons. A spring on the property flows year ・・round making this is a good place for overwintering species. A good trail system provides access to this 70-acre park. Some rare species include the Red-necked Grebe, Yellow-crowned Night-Heron and Summer Tanager. <br><br>Phone: 715/261-1550 <br><br>Web: www.co.marathon.wi.us/ <br><br>Signature Species: Wilson・・s Snipe & Yellow Warbler <br><br>Rare species: Red-necked Grebe, Yellow-crowned Night- Heron, Northern Goshawk, Northern Saw-whet Owl, Pine Grosbeak & Connecticut Warbler. <br><br>Gazetteer: Page 64, A-3 <br><br>Parking: Parking Lot <br><br>Nearest food & lodging: Wausau",-89.639339,44.922272
Marathon,32. George W. Mead State Wildlife Area,0,"This large and diverse property is found in parts of Marathon, Wood and Portage Counties. At 30,000 acres, it boasts a bird list of 248 species. Most species of mammals and many species of reptiles and amphibians found in Wisconsin live here. The Little Eau Pleine River flows through the property. There are flowages, small lakes, marshes, grasslands, tamarack bog and woodland areas to explore. Good roads go to all parts of the property and hiking trails are numerous. Bring your canoe or kayak to explore the water resources. The new Stanton W. Mead Education & Visitor Center demonstrates state-ofthe- art green building technology. <br><br>Phone: 715/457-6771 <br><br>Web: meadwildlife.org, www.dnr.wi.gov <br><br>Signature Species: Bald Eagle, Sandhill Crane, Ruffed Grouse & White Pelican <br><br>Rare species: Greater Prairie Chicken, Sharp-tail Grouse & Loggerhead Shrike <br><br>Gazetteer: Page 64, C-2 <br><br>Parking: Parking lots <br><br>Closest food & lodging: Wausau, Stevens Point & Marshfield",-89.858809,44.721796
Marathon,33. Leigh Yawkey Woodson Art Museum,0,"One simple idea ・・ birds ・・ filtered through the minds and hands of more than 110 artists creates an annual birdthemed exhibition that is always absorbing, thought provoking, and imaginative. The Birds in Art exhibition opens the weekend after Labor Day and remains open for 9-10 weeks. This single event attracts thousands of visitors to this beautiful art museum located in the eastern edge of the Andrew Warren Historic District in Wausau. The museum・・s permanent collection contains many beautiful paintings, carvings and sculptures of birds that can be seen year-round, so a visit anytime will charm birders. <br><br>Phone: 715/845-7010 <br><br>Web: www.lywam.org <br><br>Signature Event: Birds In Art <br><br>Gazetteer: Page 64, A-3 <br><br>Parking: Parking Lot <br><br>Nearest food & lodging: Wausau",-89.60063,44.962733
Marathon,34. Nine-Mile County Forest,0,"This 5,000-acre county forest offers spectacular views of the area. Several of the trails were designed for crosscountry skiing and can be challenging. They do, however, access the site and you will be rewarded with some nice additions to your bird list. The older forest areas attract Cerulean and Hooded Warblers, hawks and flycatchers. Northern Saw-whet, Barred, Screech and Great-horned Owls have all been seen here. Turkey Vultures and Bald Eagles soar overhead. Trails are well marked and benches provide a place to stop, relax and enjoy the view. <br><br>Phone: 715/261-1550 <br><br>Web: www.co.marathon.wi.us/ <br><br>Signature species: Black-billed Cuckoo, Hermit Thrush & Acadian Flycatcher <br><br>Rare species: Red-shouldered Hawk, Yellow-billed Cuckoo, Olive-sided Flycatcher, Pine and Evening Grosbeaks, Common Redpoll & both crossbills. <br><br>Gazetteer: Page 64, A-3 <br><br>Parking: Parking area <br><br>Nearest food & lodging: Wausau <br><br>Fee: Ski pass required in winter",-89.707832,44.887073
